Feature	CompGroup(C)	BaseGroup(B)	NumSamplesInC	NumSamplesInB	SignedFC	Tstatistic	Parameter	Pvalue	95%Conf.Int.1	95%Conf.Int.2	MeanC	MeanB	NullValue-DifferenceInMeans	Alternative	Method	FDR
114	242443_at|ZC3H14	Incipent	Control	7	8	-1.21716725615983	-3.5808109049218	10.707750565573	0.00449619352323438	-0.458382790547709	-0.108672066595149	1.41389357142857	1.697421	0	two.sided	Welch Two Sample t-test	0.999448188432275
115	206935_at|PCDH8	Incipent	Control	7	8	-1.56686625131577	-3.42856318653482	12.9502611473599	0.00451201122624049	-1.05627780591531	-0.239486265513265	7.47023271428571	8.11811475	0	two.sided	Welch Two Sample t-test	0.999448188432275
116	203820_s_at|IGF2BP3	Incipent	Control	7	8	-1.52436902316385	-3.53063378497117	11.3033724498504	0.00452249970672256	-0.986131746108092	-0.230292646749051	1.79513442857143	2.403346625	0	two.sided	Welch Two Sample t-test	0.999448188432275
117	214740_at|POLR2J3	Incipent	Control	7	8	1.70744673274683	3.46889380364915	12.2011737848355	0.00453395632837202	0.287932417219917	1.25574872563723	4.72919757142857	3.957357	0	two.sided	Welch Two Sample t-test	0.999448188432275
118	219913_s_at|CRNKL1	Incipent	Control	7	8	-1.48179445412093	-3.59778566294847	10.4394270044909	0.00454444907878384	-0.916712603103539	-0.21797807546789	2.26348228571429	2.830827625	0	two.sided	Welch Two Sample t-test	0.999448188432275
119	208248_x_at|APLP2	Incipent	Control	7	8	-1.27657225384203	-3.46120458245243	12.2255900074892	0.00458654402451261	-0.573577879249324	-0.13097251360782	9.62319942857143	9.975474625	0	two.sided	Welch Two Sample t-test	0.999448188432275
120	40489_at|ATN1	Incipent	Control	7	8	1.6134920442874	3.68479612209389	9.49423664754914	0.00459878177323477	0.269808190237835	1.11056473833359	4.87219071428571	4.18200425	0	two.sided	Welch Two Sample t-test	0.999448188432275
121	233220_at|GRIN3A	Incipent	Control	7	8	-1.36571484382162	-3.47354602681853	12.0014461156708	0.00460000243214243	-0.731703445559646	-0.167609125868926	4.71644471428571	5.166101	0	two.sided	Welch Two Sample t-test	0.999448188432275
122	220992_s_at|TRMT1L	Incipent	Control	7	8	-1.37842782774482	-3.59429017082028	10.3746809496569	0.00461667289759429	-0.748658150669451	-0.177389313616265	5.24498814285714	5.708011875	0	two.sided	Welch Two Sample t-test	0.999448188432275
123	1564238_a_at|WDR49	Incipent	Control	7	8	1.28452715004649	3.4467998181858	12.2792618540226	0.00468305858849695	0.133464379020823	0.58901038833632	2.24671117442857	1.88547379075	0	two.sided	Welch Two Sample t-test	0.999448188432275
124	236526_x_at|TRAPPC13	Incipent	Control	7	8	-1.2966468189857	-3.59720330050901	10.1077744832119	0.00478795300219972	-0.606595916988987	-0.142975225868156	1.44830342857143	1.823089	0	two.sided	Welch Two Sample t-test	0.999448188432275
125	1557664_at|LOC101929114	Incipent	Control	7	8	-1.27148126190491	-3.67306374370126	9.32052018134923	0.00483450655541094	-0.558804548788266	-0.134215852961734	1.556139146	1.902649346875	0	two.sided	Welch Two Sample t-test	0.999448188432275
126	225269_s_at|RBMS1	Incipent	Control	7	8	1.3568569461619	3.39069631147271	12.9787350979683	0.00483807500310768	0.159706495568296	0.720830754431703	9.058788	8.618519375	0	two.sided	Welch Two Sample t-test	0.999448188432275
127	212149_at|EFR3A	Incipent	Control	7	8	-1.47306109568441	-3.42241271112253	12.249101689812	0.00491750067516864	-0.913776710206503	-0.203857825507784	7.60599385714286	8.164811125	0	two.sided	Welch Two Sample t-test	0.999448188432275
128	204276_at|TK2	Incipent	Control	7	8	-1.47146108939905	-3.482485023394	11.2996359332157	0.00493075553446687	-0.908303661876903	-0.206195123837383	3.04468785714286	3.60193725	0	two.sided	Welch Two Sample t-test	0.999448188432275
129	210422_x_at|SLC11A1	Incipent	Control	7	8	1.32846624552857	3.38879189834826	12.7688971053476	0.00495922997760452	0.148055480515928	0.671467662341214	5.95023957142857	5.540478	0	two.sided	Welch Two Sample t-test	0.999448188432275
130	230153_at|NEK9	Incipent	Control	7	8	1.51154812309	3.55720465482798	10.247864141304	0.00501112553083523	0.223911795948219	0.968142025480352	3.31473428571429	2.718707375	0	two.sided	Welch Two Sample t-test	0.999448188432275
131	224665_at|ANAPC16	Incipent	Control	7	8	1.53362658387121	3.41453141341697	12.1230771973398	0.00506009983092257	0.223715963808067	1.01017853619193	4.524742	3.90779475	0	two.sided	Welch Two Sample t-test	0.999448188432275
132	238737_at|TCEANC2	Incipent	Control	7	8	1.21103076681734	3.36708783913999	12.9701146317632	0.00506675727317056	0.0989575873641401	0.453513448350145	2.28921414285714	2.012978625	0	two.sided	Welch Two Sample t-test	0.999448188432275
133	201036_s_at|HADH	Incipent	Control	7	8	-1.59097885405489	-3.43684904739978	11.6805310258363	0.00510922992981541	-1.09590329304486	-0.243926028383709	4.91801271428571	5.587927375	0	two.sided	Welch Two Sample t-test	0.999448188432275
134	1556097_at|HOMER2	Incipent	Control	7	8	-1.58909008536646	-3.42797545753579	11.8020392709816	0.00511928757229565	-1.09369922340861	-0.242702603091393	2.821748395	3.48994930825	0	two.sided	Welch Two Sample t-test	0.999448188432275
135	224202_at|SUFU	Incipent	Control	7	8	2.00480456820575	3.46030509839452	11.3077021569726	0.00512497750908167	0.367305671277658	1.63961754300806	4.57763785714286	3.57417625	0	two.sided	Welch Two Sample t-test	0.999448188432275
136	219685_at|TMEM35A	Incipent	Control	7	8	-1.37934096338116	-3.37795591874256	12.5342411991153	0.00518541587423471	-0.761841333236275	-0.166116916763725	2.307008	2.770987125	0	two.sided	Welch Two Sample t-test	0.999448188432275
137	1565703_at|SMAD4	Incipent	Control	7	8	-1.18915261862765	-3.38756148617497	12.3166757835876	0.00521021446547806	-0.410229230370239	-0.0896385412726184	2.48704567342857	2.73697955925	0	two.sided	Welch Two Sample t-test	0.999448188432275
138	228574_at|TMTC2	Incipent	Control	7	8	1.53184655065806	3.46822679237192	11.0119708695281	0.00524816296165163	0.224863498098826	1.00568007332975	5.68076528571429	5.0654935	0	two.sided	Welch Two Sample t-test	0.999448188432275
139	242239_at|NSUN6	Incipent	Control	7	8	1.32087464190023	3.39659936007295	12.0822012595342	0.00525495977318853	0.144142130761009	0.658844976381849	6.63475342857143	6.233259875	0	two.sided	Welch Two Sample t-test	0.999448188432275
140	203733_at|DEXI	Incipent	Control	7	8	-1.53376890347408	-3.72643414740755	8.45825034256521	0.00526935607870295	-0.995373945072654	-0.238788304927347	3.567349	4.184430125	0	two.sided	Welch Two Sample t-test	0.999448188432275
141	216981_x_at|SPN	Incipent	Control	7	8	1.17202248677052	3.35299794890453	12.8427744286271	0.00527081321852748	0.0812693696154018	0.376731130384599	7.336105	7.10710475	0	two.sided	Welch Two Sample t-test	0.999448188432275
142	208704_x_at|APLP2	Incipent	Control	7	8	-1.23362749159879	-3.36206531384508	12.6687913856281	0.00527097398849916	-0.498064767423186	-0.107748875433957	9.46565342857143	9.76856025	0	two.sided	Welch Two Sample t-test	0.999448188432275
143	201221_s_at|SNRNP70	Incipent	Control	7	8	1.19264908991211	3.66357336029514	8.93077294127644	0.00527513023713118	0.0970411361597362	0.411298113840264	6.667213	6.413043375	0	two.sided	Welch Two Sample t-test	0.999448188432275
144	243909_x_at|LINC00680	Incipent	Control	7	8	-1.75855376825699	-3.39433739330844	11.9638434454412	0.00534657929369515	-1.33731834339797	-0.291460549459171	2.36644842857143	3.180837875	0	two.sided	Welch Two Sample t-test	0.999448188432275
145	1562949_at|LINC00358	Incipent	Control	7	8	-1.13637348907302	-3.33829509315422	12.8147828802391	0.00543587410425501	-0.303970639878892	-0.0649035197282509	1.27173225157143	1.456169331375	0	two.sided	Welch Two Sample t-test	0.999448188432275
146	219989_s_at|ANKS1B	Incipent	Control	7	8	-1.4372196559575	-3.51381143201262	10.1710459648083	0.00545405418915841	-0.854342574276866	-0.192218568580277	3.46650342857143	3.989784	0	two.sided	Welch Two Sample t-test	0.999448188432275
147	207824_s_at|MAZ	Incipent	Control	7	8	1.23638648199026	3.33641142249964	12.6816160684841	0.00552717415120483	0.107399797795313	0.504859773633257	5.04031428571429	4.7341845	0	two.sided	Welch Two Sample t-test	0.999448188432275
148	210623_at|UBXN1	Incipent	Control	7	8	1.23042828334676	3.64568954912763	8.82648060614707	0.00553126319651346	0.112973106174889	0.485348036682252	4.89487557142857	4.595715	0	two.sided	Welch Two Sample t-test	0.999448188432275
149	1554001_at|TRIM37	Incipent	Control	7	8	-1.67377055807913	-3.49551053233239	10.2409326753511	0.00556777457492026	-1.21527000047788	-0.27093355062926	7.04959424857143	7.792696024125	0	two.sided	Welch Two Sample t-test	0.999448188432275
150	233136_at|PABPC5	Incipent	Control	7	8	-1.23455848104205	-3.33746361916146	12.5488576981351	0.00558951951126603	-0.501495404940161	-0.106494952202696	1.36344057142857	1.66743575	0	two.sided	Welch Two Sample t-test	0.999448188432275
151	210147_at|ART3	Incipent	Control	7	8	-1.39203930439607	-3.3484906779778	12.3330979156691	0.00559630122640938	-0.786779243800585	-0.167620649056558	1.98814742857143	2.465347375	0	two.sided	Welch Two Sample t-test	0.999448188432275
152	1568619_s_at|ITPRIPL2	Incipent	Control	7	8	1.60795446580614	3.45062426682623	10.7568451727216	0.00559759135986209	0.246945473738981	1.1235076317253	5.98527824285714	5.300051690125	0	two.sided	Welch Two Sample t-test	0.999448188432275
153	227823_at|RTL5	Incipent	Control	7	8	-1.27154043395104	-3.6597756227797	8.63389876205355	0.00561959044092815	-0.56219422079762	-0.130960457773808	4.09813628571429	4.444713625	0	two.sided	Welch Two Sample t-test	0.999448188432275
154	1561451_a_at|LOC101928551	Incipent	Control	7	8	1.34733304067563	3.37885414904824	11.7472101449037	0.00563608071199234	0.152094190297603	0.708118824952397	2.334495689	1.904389181375	0	two.sided	Welch Two Sample t-test	0.999448188432275
155	228085_at|MMP25-AS1	Incipent	Control	7	8	1.34984905534047	3.3374035841524	12.4182103448531	0.00566439896092771	0.151299055859699	0.71429712271173	2.81893271428571	2.386134625	0	two.sided	Welch Two Sample t-test	0.999448188432275
156	215600_x_at|FBXW12	Incipent	Control	7	8	1.13733561146243	3.30836875553819	12.8710520651479	0.00572501547680782	0.0642995397311161	0.307016531697457	10.7374742857143	10.55181625	0	two.sided	Welch Two Sample t-test	0.999448188432275
157	218737_at|SBNO1	Incipent	Control	7	8	-1.37270359676019	-3.31900601531838	12.5873288739191	0.00576617224697373	-0.755492801161996	-0.15854748455229	5.85741685714286	6.314437	0	two.sided	Welch Two Sample t-test	0.999448188432275
158	242586_at|FSD1L	Incipent	Control	7	8	-1.64636532240306	-3.29671826607822	12.9992584187772	0.00578452284142584	-1.19064073212037	-0.247928267879627	2.414816	3.1341005	0	two.sided	Welch Two Sample t-test	0.999448188432275
159	222125_s_at|P4HTM	Incipent	Control	7	8	1.25851275589779	3.42718164054766	10.7692785763977	0.00582172489655431	0.118126434037928	0.545313244533501	3.45100371428571	3.119283875	0	two.sided	Welch Two Sample t-test	0.999448188432275
160	206320_s_at|SMAD9	Incipent	Control	7	8	1.33496684395892	3.57013443093784	9.18625936720418	0.0058284073582325	0.153516968566095	0.680090852862476	2.91751028571429	2.500706375	0	two.sided	Welch Two Sample t-test	0.999448188432275
161	235433_at|APOOL	Incipent	Control	7	8	-1.35143620512957	-3.45164041328252	10.4448343991029	0.00582905756920496	-0.71336135432833	-0.155625467100243	6.20372071428571	6.638214125	0	two.sided	Welch Two Sample t-test	0.999448188432275
162	1560631_at|CALCOCO2	Incipent	Control	7	8	-1.64840461806625	-3.51591774132068	9.70948235094998	0.00583269706635322	-1.17989372997269	-0.262247091027308	2.449597232	3.1706676425	0	two.sided	Welch Two Sample t-test	0.999448188432275
163	235953_at|ZNF610	Incipent	Control	7	8	-1.28083738371824	-3.29817950025829	12.8779377765845	0.00583403996044372	-0.591211693728313	-0.12296294912883	2.79435742857143	3.15144475	0	two.sided	Welch Two Sample t-test	0.999448188432275
164	227319_at|KLHL36	Incipent	Control	7	8	-1.51938324953409	-3.29177101613909	12.98288455629	0.00584869423159721	-0.999602861228706	-0.207368781628437	4.30876942857143	4.91225525	0	two.sided	Welch Two Sample t-test	0.999448188432275
165	201598_s_at|INPPL1	Incipent	Control	7	8	1.29028228719086	3.33444555118538	12.003181767761	0.00594693217630196	0.12743778967581	0.607935674609905	5.33228485714286	4.964598125	0	two.sided	Welch Two Sample t-test	0.999448188432275
166	213329_at|SRGAP2	Incipent	Control	7	8	1.69240638733647	3.51664737398826	9.5604674508761	0.00596555139753689	0.275113340900852	1.24303873052772	5.51468528571429	4.75560925	0	two.sided	Welch Two Sample t-test	0.999448188432275
167	213850_s_at|SCAF11	Incipent	Control	7	8	1.37767839307687	3.2813592324777	12.954533868941	0.00598255697635626	0.15780330581319	0.766674979901094	7.01996914285714	6.55773	0	two.sided	Welch Two Sample t-test	0.999448188432275
168	224596_at|SLC44A1	Incipent	Control	7	8	1.49462282988522	3.35141005141401	11.5940885234174	0.00602863837412395	0.201386150604677	0.958176777966751	4.75127971428571	4.17149825	0	two.sided	Welch Two Sample t-test	0.999448188432275
169	212494_at|TNS2	Incipent	Control	7	8	1.38456210512329	3.38672918924658	11.0529361642134	0.00603036720038452	0.164532480982652	0.774327054731632	5.57888314285714	5.109453375	0	two.sided	Welch Two Sample t-test	0.999448188432275
170	1558115_at|RECK	Incipent	Control	7	8	1.19732924019298	3.27475054427394	12.996974566499	0.006035527824976	0.0884114144862043	0.431228420370939	2.49274305942857	2.232923142	0	two.sided	Welch Two Sample t-test	0.999448188432275
171	215687_x_at|PLCB1	Incipent	Control	7	8	-1.35992104470365	-3.28983672196336	12.5712061911026	0.00610337557550978	-0.735788418891894	-0.151257366822391	3.80660385714286	4.25012675	0	two.sided	Welch Two Sample t-test	0.999448188432275
172	227405_s_at|FZD8	Incipent	Control	7	8	1.49541886988053	3.2794659940295	12.5390536416818	0.00624372884201916	0.19667489624215	0.964424389472136	4.13525314285714	3.5547035	0	two.sided	Welch Two Sample t-test	0.999448188432275
173	243521_at|ZXDA	Incipent	Control	7	8	-1.58867496004335	-3.26648241225239	12.6882076973939	0.00630943955018139	-1.11061167786353	-0.225036286422184	4.42750314285714	5.095327125	0	two.sided	Welch Two Sample t-test	0.999448188432275
174	235866_at|C9orf85	Incipent	Control	7	8	1.39953105494516	3.25018169623251	12.9773714846768	0.00633886915255967	0.162548457381647	0.807338542618352	2.987679	2.5027355	0	two.sided	Welch Two Sample t-test	0.999448188432275
175	1555573_at|CFAP46	Incipent	Control	7	8	-1.22045855110459	-3.27132600195843	12.4954829696022	0.00636720058550572	-0.478018333475302	-0.0968282655604117	1.47834269985714	1.765765999375	0	two.sided	Welch Two Sample t-test	0.999448188432275
176	228749_at|ZDBF2	Incipent	Control	7	8	-1.27069501425124	-3.27047023156106	12.5061799233102	0.00637095792403258	-0.574841716430861	-0.116393890711997	4.21030757142857	4.555925375	0	two.sided	Welch Two Sample t-test	0.999448188432275
177	218208_at|SLC66A2	Incipent	Control	7	8	-1.21906047471232	-3.3209955060965	11.5603504356548	0.00639551761929797	-0.474049119905601	-0.0974902729515394	8.11051242857143	8.396282125	0	two.sided	Welch Two Sample t-test	0.999448188432275
178	227891_s_at|TAF15	Incipent	Control	7	8	1.4756143582457	3.29584936765105	11.9594402666404	0.00641661910198068	0.190102741748393	0.93252872253732	4.59436085714286	4.033045125	0	two.sided	Welch Two Sample t-test	0.999448188432275
179	213184_at|SENP5	Incipent	Control	7	8	-1.37623089447416	-3.23788219076978	12.9988634385641	0.00647822278896719	-0.768126978954605	-0.153318092473966	3.36113171428571	3.82185425	0	two.sided	Welch Two Sample t-test	0.999448188432275
180	203575_at|CSNK2A2	Incipent	Control	7	8	-1.40363105049538	-3.31428576523703	11.4610528771148	0.00654568389377726	-0.812425421356542	-0.165902114357744	4.06853585714286	4.557699625	0	two.sided	Welch Two Sample t-test	0.999448188432275
181	230376_at|GTF2A2	Incipent	Control	7	8	-1.23522368521493	-3.30467284581354	11.5062440546184	0.00662745026924313	-0.506673110207085	-0.102871532650058	2.51903042857143	2.82380275	0	two.sided	Welch Two Sample t-test	0.999448188432275
182	206438_x_at|TCTN2	Incipent	Control	7	8	1.22509804591563	3.28528062732503	11.8108752409481	0.00664518965608806	0.0983009259502039	0.487493502621225	9.13215071428571	8.8392535	0	two.sided	Welch Two Sample t-test	0.999448188432275
183	227066_at|MOB3C	Incipent	Control	7	8	-1.38913597267976	-3.2899537927473	11.7242547858974	0.00664897581560754	-0.78904572899566	-0.159329913861484	3.16315642857143	3.63734425	0	two.sided	Welch Two Sample t-test	0.999448188432275
184	212458_at|SPRED2	Incipent	Control	7	8	-1.60432118704118	-3.23526309405747	12.7030715757677	0.0066866213977749	-1.13843278075605	-0.225493219243946	5.492454	6.174417	0	two.sided	Welch Two Sample t-test	0.999448188432275
185	227810_at|ZNF558	Incipent	Control	7	8	1.36879493019339	3.32189859064689	11.0505423750598	0.00676783281183912	0.152992255609105	0.752820387248038	4.62183257142857	4.16892625	0	two.sided	Welch Two Sample t-test	0.999448188432275
186	213351_s_at|TMCC1	Incipent	Control	7	8	-1.29084868225556	-3.30361176230977	11.3303797457252	0.00677140633422985	-0.612837710927561	-0.123802074786726	5.14185685714286	5.51017675	0	two.sided	Welch Two Sample t-test	0.999448188432275
187	244769_at|LINC01184	Incipent	Control	7	8	1.54709143492909	3.27515429633146	11.7910763241138	0.00678409000374099	0.209917004649164	1.04919992392226	3.55689571428571	2.92733725	0	two.sided	Welch Two Sample t-test	0.999448188432275
188	224413_s_at|TM2D2	Incipent	Control	7	8	-1.39900252991141	-3.21222244580718	12.8979646193706	0.00686658794234216	-0.81044126719046	-0.158355875666683	5.11853942857143	5.602938	0	two.sided	Welch Two Sample t-test	0.999448188432275
189	230501_at|NDUFA10	Incipent	Control	7	8	-1.47438146474306	-3.39794826760456	9.91814199141562	0.00687375853383391	-0.927802336198444	-0.192417342372985	1.70904728571429	2.269157125	0	two.sided	Welch Two Sample t-test	0.999448188432275
190	219012_s_at|EMSY	Incipent	Control	7	8	-1.27124429843531	-3.26422669884816	11.8391741213563	0.0068874333171397	-0.57769984360429	-0.114782763538568	2.28889857142857	2.635139875	0	two.sided	Welch Two Sample t-test	0.999448188432275
191	223965_at|TRNAU1AP	Incipent	Control	7	8	1.42000695906465	3.38004883938681	9.87978767983565	0.00712126850612534	0.171857604419902	0.839938395580098	3.391807	2.885909	0	two.sided	Welch Two Sample t-test	0.999448188432275
192	237020_at|CATSPERD	Incipent	Control	7	8	-1.26874693693668	-3.31526334177299	10.6995081340767	0.00714195504942865	-0.572172225135743	-0.114636453435686	1.46341128571429	1.806815625	0	two.sided	Welch Two Sample t-test	0.999448188432275
193	203735_x_at|PPFIBP1	Incipent	Control	7	8	1.16866379181669	3.29854124716198	10.9447701309602	0.00714229814339152	0.0747274354526313	0.374992457404512	7.75582657142857	7.530966625	0	two.sided	Welch Two Sample t-test	0.999448188432275
194	208262_x_at|MEFV	Incipent	Control	7	8	1.17741255018939	3.28364649098986	11.1617183812538	0.00715314291776653	0.0779657068570163	0.393274114571554	6.12626228571429	5.890642375	0	two.sided	Welch Two Sample t-test	0.999448188432275
195	209619_at|CD74	Incipent	Control	7	8	1.47839194724344	3.31069652503257	10.7108194813416	0.00718930700241535	0.187817765013076	0.940239842129781	8.53055542857143	7.966526625	0	two.sided	Welch Two Sample t-test	0.999448188432275
196	201141_at|GPNMB	Incipent	Control	7	8	1.70322616508177	3.22776473518406	12.0492255310654	0.00721436571851897	0.249905588288731	1.28663444742555	7.18070514285714	6.412435125	0	two.sided	Welch Two Sample t-test	0.999448188432275
197	223696_at|ARSD	Incipent	Control	7	8	1.32557260864224	3.27144100547523	11.2694421197364	0.00722384475035714	0.133845566000927	0.679385826856216	4.55668857142857	4.150072875	0	two.sided	Welch Two Sample t-test	0.999448188432275
198	220227_at|CDH4	Incipent	Control	7	8	-1.42287776736281	-3.239038014295	11.7189299657189	0.00730343629527072	-0.85198822299426	-0.165635241291455	3.71793814285714	4.226749875	0	two.sided	Welch Two Sample t-test	0.999448188432275
199	1557165_s_at|KLHL18	Incipent	Control	7	8	-1.40543490741613	-3.18329073465521	12.786081642512	0.00732911773538434	-0.824817079618091	-0.157216194346195	2.76391692614286	3.254933563125	0	two.sided	Welch Two Sample t-test	0.999448188432275
200	213530_at|RAB3GAP1	Incipent	Control	7	8	-1.32280796987371	-3.17497139435753	12.8277784699756	0.00741980456270451	-0.67860584801121	-0.128601437703076	4.42889385714286	4.8324975	0	two.sided	Welch Two Sample t-test	0.999448188432275
201	235006_at|CDKN2AIPNL	Incipent	Control	7	8	1.40225281785091	3.18997258416288	12.4829040832401	0.00743414196038057	0.156029981130362	0.819462983155353	5.22801185714286	4.740265375	0	two.sided	Welch Two Sample t-test	0.999448188432275
202	241672_at|SERTM1	Incipent	Control	7	8	-2.02189126202414	-3.37469806275079	9.50252163285128	0.00758802075638017	-1.69111272809913	-0.34029809332944	2.23070271428571	3.246408125	0	two.sided	Welch Two Sample t-test	0.999448188432275
203	205756_s_at|F8	Incipent	Control	7	8	-1.58069429103611	-3.21252710487725	11.8004549553083	0.00760508251700326	-1.10940655330151	-0.211710196698489	2.12954	2.790098375	0	two.sided	Welch Two Sample t-test	0.999448188432275
204	231720_s_at|JAM3	Incipent	Control	7	8	1.35671366159634	3.21183084092825	11.8055942258526	0.00761094350581292	0.141007966804081	0.739224568910206	4.27485314285714	3.834736875	0	two.sided	Welch Two Sample t-test	0.999448188432275
205	1570173_at|INTS7	Incipent	Control	7	8	-1.15019200690482	-3.50372322530661	8.23203051932963	0.00768117318634685	-0.334091164016044	-0.0696582701268129	1.46009620642857	1.6619709235	0	two.sided	Welch Two Sample t-test	0.999448188432275
206	201978_s_at|DELE1	Incipent	Control	7	8	1.27461608129773	3.15251966151011	12.8997580049082	0.00769870673264852	0.109981010008729	0.590144525705558	4.75959614285714	4.409533375	0	two.sided	Welch Two Sample t-test	0.999448188432275
207	228714_at|CHROMR	Incipent	Control	7	8	1.2802508983541	3.38211573303296	9.31868629013964	0.007707122409547	0.119264622988356	0.593588519868787	2.09534457142857	1.738918	0	two.sided	Welch Two Sample t-test	0.999448188432275
208	211085_s_at|STK4	Incipent	Control	7	8	1.48477560351171	3.3745542718894	9.359115873798	0.00775437988653184	0.190201327447787	0.950288493980785	2.48447328571429	1.914228375	0	two.sided	Welch Two Sample t-test	0.999448188432275
209	209762_x_at|SP110	Incipent	Control	7	8	1.46351319184581	3.35493524136598	9.56899074752447	0.00776203033339368	0.182294584191391	0.91657691580861	2.870114	2.32067825	0	two.sided	Welch Two Sample t-test	0.999448188432275
210	1558423_at|LINC00265	Incipent	Control	7	8	1.47379422390503	3.15362517688583	12.4891098264874	0.00795857631034269	0.174629513442495	0.944440695700361	6.97268752357143	6.413152419	0	two.sided	Welch Two Sample t-test	0.999448188432275
211	238081_at|WDFY3-AS2	Incipent	Control	7	8	-1.18718971615038	-3.17731635444072	11.9992541072685	0.00796131907691306	-0.41730694342434	-0.0777940565756602	1.862295	2.1098455	0	two.sided	Welch Two Sample t-test	0.999448188432275
212	238254_at|ZNF677	Incipent	Control	7	8	-1.22539690036488	-3.17304566126709	12.0318609344565	0.00800005641517062	-0.494553275093624	-0.09194493919209	1.46921914285714	1.76246825	0	two.sided	Welch Two Sample t-test	0.999448188432275
213	214255_at|ATP10A	Incipent	Control	7	8	2.21806963797643	3.28989156585309	10.1394670725871	0.0080049758402404	0.372366020613519	1.92624330081505	5.50993228571429	4.360627625	0	two.sided	Welch Two Sample t-test	0.999448188432275
214	223784_at|CLTRN	Incipent	Control	7	8	-1.07686574159022	-3.21640997760305	11.1991997279765	0.00803568724432483	-0.17978942255576	-0.0338873631585259	1.49028285714286	1.59712125	0	two.sided	Welch Two Sample t-test	0.999448188432275
215	231738_at|PCDHB7	Incipent	Control	7	8	-1.2724066224152	-3.25441963309885	10.5566873146055	0.00807992512254062	-0.583826665662434	-0.111292905766137	2.03137271428571	2.3789325	0	two.sided	Welch Two Sample t-test	0.999448188432275
216	218375_at|NUDT9	Incipent	Control	7	8	-1.45411048680785	-3.24456202241394	10.6709442201394	0.00811006320266851	-0.907928080797999	-0.172345704916286	4.99126585714286	5.53140275	0	two.sided	Welch Two Sample t-test	0.999448188432275
217	225169_at|INTS4	Incipent	Control	7	8	1.12442996325696	3.18606783318423	11.6194102624867	0.00812868298163844	0.0530678100412699	0.285319797101586	4.09852242857143	3.929328625	0	two.sided	Welch Two Sample t-test	0.999448188432275
218	1560330_at|PCDH15	Incipent	Control	7	8	-1.19186190592579	-3.13315599953411	12.6315027880403	0.00817211540283391	-0.428334114174132	-0.0781000635044394	1.35975481728571	1.612971906125	0	two.sided	Welch Two Sample t-test	0.999448188432275
219	205791_x_at|ZNF230	Incipent	Control	7	8	1.23268566932736	3.29663685715785	9.86255465663089	0.00820786807678314	0.097434311371162	0.506175617200266	2.70036771428571	2.39856275	0	two.sided	Welch Two Sample t-test	0.999448188432275
220	244834_at|CPLANE2	Incipent	Control	7	8	-1.47401095834123	-3.11839822398021	12.8486696744128	0.0082540741735756	-0.947994587962403	-0.171499912037597	6.525138	7.08488525	0	two.sided	Welch Two Sample t-test	0.999448188432275
221	203389_at|KIF3C	Incipent	Control	7	8	-1.40564451518335	-3.17155971571499	11.7108177440457	0.00827267995074424	-0.829627043260415	-0.152836528168156	5.70589271428571	6.1971245	0	two.sided	Welch Two Sample t-test	0.999448188432275
222	209791_at|PADI2	Incipent	Control	7	8	1.47988478145593	3.11193783401298	12.9317525880619	0.00830049350892921	0.172703401582999	0.958266312702715	7.72160785714286	7.156123	0	two.sided	Welch Two Sample t-test	0.999448188432275
223	223250_at|KLHL7	Incipent	Control	7	8	-1.54908188845339	-3.16419593171763	11.7838770453348	0.0083262735119135	-1.06708026422922	-0.195746557199349	5.95113371428571	6.582547125	0	two.sided	Welch Two Sample t-test	0.999448188432275
224	237098_at|C1orf21	Incipent	Control	7	8	1.37282078741187	3.1090384877396	12.8898817442923	0.0083752175177248	0.139213369258044	0.775073237884814	4.19983942857143	3.742696125	0	two.sided	Welch Two Sample t-test	0.999448188432275
225	209062_x_at|NCOA3	Incipent	Control	7	8	1.42022362129027	3.17951058696213	11.4222595586555	0.00839120518107283	0.157336549435686	0.854899664850028	4.98820785714286	4.48208975	0	two.sided	Welch Two Sample t-test	0.999448188432275
226	208998_at|UCP2	Incipent	Control	7	8	1.52563771174317	3.16197310148763	11.7184674318671	0.00841331306584525	0.188364485353429	1.03046033607514	6.06176428571429	5.452351875	0	two.sided	Welch Two Sample t-test	0.999448188432275
227	215017_s_at|FNBP1L	Incipent	Control	7	8	-1.26883324948457	-3.11015669794861	12.7660399736971	0.00844244317166226	-0.582550522641514	-0.104454441644201	2.43731014285714	2.780812625	0	two.sided	Welch Two Sample t-test	0.999448188432275
228	239289_x_at|FAN1	Incipent	Control	7	8	-1.26472540071566	-3.20154095181139	10.9134274390875	0.00851166150535539	-0.571983583696338	-0.105664773446519	4.10178357142857	4.44060775	0	two.sided	Welch Two Sample t-test	0.999448188432275
229	215990_s_at|BCL6	Incipent	Control	7	8	1.47955142285202	3.26558748977691	9.94494525346622	0.00855425418638978	0.179256790771573	0.951062887799855	2.70342671428571	2.138266875	0	two.sided	Welch Two Sample t-test	0.999448188432275
230	218432_at|FBXO3	Incipent	Control	7	8	-1.3184945656902	-3.10133355576406	12.8035396831848	0.0085596434842376	-0.677190953575665	-0.120592296424335	1.687949	2.086840625	0	two.sided	Welch Two Sample t-test	0.999448188432275
